image_id,x,y,w,h,label
front341,157,139,114,9,ename
front341,156,99,138,15,bname
front341,226,245,80,11,dob
front341,41,251,107,37,sign
front342,201,114,100,24,bname
front342,9,5,482,295,front
front342,204,171,144,20,fname
front342,275,234,106,15,dob
front342,237,260,214,21,nid
front342,204,147,145,14,ename
front342,205,204,89,16,mname
front342,36,242,95,41,sign
front343,12,26,465,252,front
front343,229,244,192,16,nid
front343,205,169,118,17,fname
front343,205,193,95,15,mname
front343,204,114,77,17,bname
front343,31,214,97,40,sign
front343,263,216,101,12,dob
front343,204,143,102,11,ename
front344,6,1,493,295,front
front344,22,221,101,50,sign
front344,201,168,90,18,fname
front344,203,110,88,18,bname
front344,204,202,97,13,dob
front344,204,202,98,13,mname
front344,203,140,99,15,ename
front344,226,258,203,19,nid
front345,30,1,467,287,front
front345,226,240,95,15,nid
front345,166,159,131,18,fname
front345,167,195,87,14,mname
front345,165,99,106,15,bname
front345,224,222,71,11,dob
front345,166,132,91,11,ename
front345,54,235,104,32,sign
front346,0,1,499,299,front
front346,231,263,109,15,nid
front346,162,97,147,19,bname
front346,230,241,82,12,dob
front346,163,137,108,9,ename
front346,160,206,86,17,mname
front346,162,169,133,16,fname
front346,25,256,125,27,sign
front347,2,0,495,296,front
front347,206,165,126,20,fname
front347,206,190,116,21,mname
front347,270,221,106,17,dob
front347,234,253,203,21,nid
front347,205,102,134,20,bname
front347,205,135,143,13,ename
front347,23,223,102,43,sign
front348,0,1,499,296,front
front348,207,199,144,20,mname
front348,254,255,202,20,nid
front348,207,173,151,18,fname
front348,281,230,112,13,dob
front348,206,148,144,13,ename
front348,205,122,110,17,bname
front348,26,232,94,42,sign
front349,3,5,493,288,front
front349,198,144,192,15,ename
front349,271,233,108,13,dob
front349,228,260,224,18,nid
front349,197,111,160,19,bname
front349,196,172,119,16,fname
front349,19,231,97,42,sign
front349,196,204,135,14,mname
front350,0,0,499,300,front
front350,155,210,153,18,mname
front350,227,266,111,14,nid
front350,155,170,136,17,fname
front350,155,97,140,17,bname
front350,226,243,78,11,dob
front350,15,250,128,38,sign
front351,4,0,488,290,front
front351,224,256,108,14,nid
front351,154,132,114,9,ename
front351,154,92,146,17,bname
front351,153,166,109,16,fname
front351,154,201,150,17,mname
front351,223,234,78,11,dob
front351,24,242,118,34,sign
back76,30,122,491,40,addr
back76,26,57,513,305,back
back77,31,81,1025,656,back
back77,59,218,943,68,addr
back110,210,260,1100,86,addr
back110,14,54,1344,1347,back
back111,0,148,1010,602,back
back111,40,331,556,86,addr
back95,0,0,225,153,back
back95,0,59,144,15,addr
back87,1,18,337,211,back
back79,19,195,827,64,addr
back79,4,64,1006,635,back
back106,2,13,667,431,back
back106,13,102,549,44,addr
back103,11,16,428,260,back
back103,32,99,237,47,addr
back107,10,55,1024,652,back
back107,42,188,882,68,addr
back108,2,2,501,325,back
back108,17,70,445,31,addr
back113,2,155,2314,1392,back
back113,87,593,1362,221,addr
back72,75,91,1009,641,back
back72,215,221,847,69,addr
back75,18,53,1016,647,back
back75,151,191,837,65,addr
back104,0,0,496,316,back
back104,14,107,297,33,addr
back101,25,154,422,70,addr
back101,0,17,683,393,back
back112,1,25,1036,641,back
back112,144,153,863,66,addr
back99,202,21,298,190,back
back99,0,2,178,67,addr
back97,114,465,1198,175,addr
back97,21,111,2145,1144,back
back96,0,169,323,58,addr
back96,0,33,545,382,back
back92,19,118,1024,636,back
back92,71,313,555,89,addr
back94,0,0,1001,628,back
back94,28,127,873,66,addr
back98,147,15,1007,602,back
back98,208,209,573,92,addr
back105,6,5,1003,638,back
back105,37,137,902,64,addr
back102,2,21,334,217,back
back102,45,67,271,21,addr
back100,6,60,977,576,back
back100,164,172,788,58,addr
back93,206,311,1010,97,addr
back93,28,111,1281,1232,back
back88,1,29,875,579,back
back109,0,0,999,599,back
back109,41,197,593,95,addr
back160,18,76,1087,637,back
back160,158,210,921,65,addr
back153,54,282,568,59,addr
back153,-1,24,1026,694,back
back164,2,49,506,324,back
back164,70,115,420,33,addr
back169,13,215,1027,648,back
back169,39,352,918,69,addr
back145,0,22,926,599,back
back145,44,236,518,81,addr
back156,1,27,1018,675,back
back156,42,279,563,94,addr
back176,0,55,1001,594,back
back176,44,243,549,90,addr
back168,4,100,1003,640,back
back167,2,43,1010,1005,back
back167,107,201,827,66,addr
back163,12,44,1021,653,back
back163,50,182,918,67,addr
back154,59,43,278,22,addr
back154,4,9,651,381,back
back154,1,4,641,384,front
back150,2,58,447,183,back
back133,0,5,337,227,back
back133,15,90,186,39,addr
back151,4,15,413,263,back
back151,48,68,341,28,addr
back147,83,200,920,64,addr
back147,53,73,1004,567,back
back149,10,75,1018,610,back
back149,67,266,547,96,addr
back158,52,107,259,20,addr
back158,7,68,316,257,back
back155,62,145,824,67,addr
back155,0,6,1010,666,back
back146,0,0,668,410,back
back146,30,133,376,61,addr
back142,8,140,1032,912,back
back148,10,7,1017,649,back
back132,41,128,1028,640,back
back132,51,259,992,74,addr
back144,1,10,1057,646,back
back144,48,231,600,65,addr
back137,3,24,333,211,back
back137,11,71,291,23,addr
back135,454,131,1008,636,back
back135,466,265,968,61,addr
back124,0,41,1005,602,back
back124,48,239,562,91,addr
back131,87,139,825,67,addr
back131,4,4,1004,653,back
back134,0,0,430,273,back
back134,21,87,228,30,addr
back136,0,0,490,290,back
back136,0,89,298,45,addr
back85,5,23,1014,629,back
back139,7,47,1035,651,back
back138,47,349,594,110,addr
back138,-4,30,1018,724,back
back130,2,94,1017,644,back
back130,120,224,767,70,addr
back89,52,66,412,30,addr
back89,-2,6,487,465,back
back123,11,129,1014,659,back
back123,35,269,933,73,addr
back129,3,17,1010,660,back
back129,42,157,886,80,addr
back86,8,39,486,287,back
back86,37,129,260,42,addr
back128,2,48,1012,642,back
back143,2,0,1089,711,back
back143,40,253,629,97,addr
back141,47,65,1029,643,back
back141,164,198,892,72,addr
back127,28,53,1025,634,back
back127,58,180,849,98,addr
back118,97,148,375,202,back
back82,8,72,1002,632,back
back82,46,205,893,64,addr
back121,0,5,1015,605,back
back121,42,199,606,87,addr
back74,21,60,898,562,back
back74,125,173,706,63,addr
back140,25,34,318,198,back
back140,71,73,266,22,addr
back91,17,90,1012,650,back
back91,85,228,889,63,addr
back122,0,0,593,304,back
back90,113,241,832,71,addr
back90,0,90,1022,978,back
back126,56,88,1043,665,back
back126,70,223,968,86,addr
back83,17,64,1024,646,back
back83,47,197,946,71,addr
back125,119,145,731,66,addr
back125,9,0,992,1015,back
back120,2,31,1273,772,back
back84,2,28,343,218,back
back84,11,75,311,24,addr
back81,52,241,559,93,addr
back81,2,26,1022,626,back
back80,-6,0,1061,213,back
back80,44,349,927,65,addr
back119,0,37,991,653,back
back119,27,240,577,65,addr
back73,47,238,555,93,addr
back73,2,7,1009,629,back
back117,9,187,1521,1013,back
back117,64,400,1357,107,addr
back115,25,44,515,326,back
back115,42,112,477,35,addr
back116,-1,26,1004,652,back
back116,31,268,602,92,addr
back78,39,114,1023,647,back
back78,77,246,794,67,addr
back114,48,306,584,89,addr
back114,-1,0,1006,704,back
back221,2,39,683,440,back
back216,64,213,1008,635,back
back216,81,340,965,72,addr
back224,18,60,475,36,addr
back224,0,7,553,327,back
back226,-1,151,1011,865,back
back226,34,301,878,79,addr
back222,7,12,1015,664,back
back222,57,266,563,90,addr
back227,51,156,1009,638,back
back227,69,286,879,65,addr
back219,57,7,1443,935,back
back219,138,315,810,127,addr
back202,102,193,1066,673,back
back202,127,335,1013,72,addr
back203,44,134,1028,647,back
back203,57,266,950,79,addr
back213,38,97,1024,643,back
back213,65,228,965,65,addr
back200,-3,40,1016,631,back
back200,42,268,574,113,addr
back218,2,26,1020,621,back
back218,46,228,543,94,addr
back207,146,194,867,69,addr
back207,-3,39,1057,1042,back
back205,49,108,861,531,back
back205,66,217,814,54,addr
back244,5,25,448,294,back
back244,16,85,405,41,addr
back215,55,63,1006,647,back
back215,187,194,807,66,addr
back220,739,236,1006,662,back
back220,874,379,817,67,addr
back214,3,46,1016,643,back
back214,134,178,836,62,addr
back208,7,33,1919,1245,back
back208,228,288,1479,128,addr
back211,2,8,628,368,back
back209,79,67,1017,616,back
back209,132,268,596,90,addr
back204,49,369,567,88,addr
back204,0,57,1019,708,back
back217,29,88,1030,646,back
back217,53,223,918,76,addr
back206,6,102,1371,869,back
back212,41,75,1002,632,back
back212,60,203,942,89,addr
back195,67,69,1032,650,back
back195,83,199,939,73,addr
back199,31,84,1026,652,back
back199,56,219,955,74,addr
back210,158,133,870,90,addr
back210,44,0,1023,694,back
back192,8,95,1020,650,back
back182,1,45,492,315,back
back198,0,40,1016,619,back
back198,51,252,561,64,addr
back193,-30,136,2738,2584,back
back193,1267,1,1190,66,nid
back194,50,97,1026,666,back
back194,64,240,950,93,addr
back191,2,12,674,438,back
back187,0,-2,1285,779,back
back187,-4,241,772,149,addr
back188,110,191,507,326,back
back188,121,256,447,34,addr
back181,0,-2,466,300,back
back181,0,95,286,46,addr
back178,3,60,1001,632,back
back189,64,71,772,487,back
back189,166,172,629,51,addr
back232,14,16,2502,1567,back
back232,48,393,2208,195,addr
back174,13,47,1016,659,back
back174,152,179,849,65,addr
back186,10,58,738,471,back
back186,34,156,655,49,addr
back173,11,15,1006,652,back
back173,146,153,854,68,addr
back201,0,0,1001,628,back
back201,28,127,873,66,addr
back196,5,65,1017,667,back
back185,2,59,673,426,back
back185,91,145,569,46,addr
back180,119,100,1020,603,back
back180,175,293,539,89,addr
back179,7,76,1004,642,back
back179,100,216,872,70,addr
back177,2,11,532,342,back
back183,2,27,164,106,back
back183,18,48,141,11,addr
back172,4,36,724,464,back
back157,0,-2,1935,1151,back
back157,44,409,1124,208,addr
back184,18,50,1010,645,back
back184,155,182,844,67,addr
back166,3,83,671,432,back
back197,13,65,1235,765,back
back197,180,224,943,86,addr
back175,162,204,1248,116,addr
back175,8,-4,1483,1023,back
back170,2,24,669,425,back
back170,78,111,505,43,addr
back162,1,31,515,340,back
back162,13,146,300,32,addr
back171,13,117,1020,618,back
back171,57,315,596,90,addr
back159,0,50,995,581,back
back159,31,236,572,89,addr
back165,10,144,1242,781,back
back165,181,301,1006,82,addr
back161,72,165,1007,633,back
back161,122,374,587,90,addr
back152,0,0,485,303,back
back152,14,99,292,48,addr
back267,109,229,761,65,addr
back267,9,86,1019,977,back
back268,3,40,1013,653,back
back17,19,21,664,425,back
back17,32,108,616,44,addr
back264,1,94,1020,664,back
back266,39,87,1016,650,back
back266,52,222,921,70,addr
back263,10,190,1015,635,back
back257,36,292,1671,134,addr
back257,8,29,2010,1290,back
back249,28,51,961,612,back
back249,56,180,886,63,addr
back238,27,33,227,13,addr
back238,0,4,262,253,back
back256,20,174,289,58,addr
back256,0,17,481,357,back
back252,143,187,850,66,addr
back252,1,28,1022,1021,back
back253,3,2,286,192,back
back253,10,42,259,21,addr
back259,140,152,1034,643,back
back259,264,286,884,77,addr
back260,30,202,865,70,addr
back260,5,58,998,984,back
back265,0,97,1000,602,back
back265,38,288,569,68,addr
back250,0,23,499,296,back
back250,11,117,274,35,addr
back251,5,55,1017,999,back
back239,0,10,989,633,back
back239,37,244,565,95,addr
back234,3,32,503,319,back
back234,68,100,420,32,addr
back236,323,25,295,190,back
back236,338,83,167,32,addr
back241,10,151,1024,629,back
back241,56,345,570,95,addr
back269,11,24,872,507,back
back269,47,186,497,78,addr
back258,36,90,1388,764,back
back258,84,253,1278,85,addr
back255,4,82,1026,661,back
back255,44,223,915,66,addr
back243,11,177,1015,677,back
back243,33,311,951,73,addr
back254,0,11,197,118,back
back254,3,48,111,19,addr
back230,4,82,1026,661,back
back230,44,223,915,66,addr
back231,11,85,486,307,back
back231,30,147,439,34,addr
back240,1,27,670,422,back
back240,35,119,563,44,addr
back233,1,14,336,212,back
back233,48,61,285,22,addr
back286,2,27,485,265,back
back286,28,113,235,46,addr
back287,10,22,922,575,back
back287,39,144,844,61,addr
back284,58,121,348,58,addr
back284,29,1,681,364,back
back288,2,-3,780,497,back
back288,45,165,433,66,addr
back281,10,13,336,216,back
back281,24,58,316,21,addr
back282,35,36,364,231,back
back282,74,83,275,24,addr
back283,23,21,465,295,back
back283,32,80,440,34,addr
back285,72,72,630,397,back
back285,93,151,567,42,addr
back246,16,1,999,667,back
back246,56,258,574,89,addr
back49,158,33,702,438,back
back49,187,123,641,52,addr
back52,540,7,1002,537,back
back52,554,28,927,84,addr
back228,0,55,1001,594,back
back228,44,243,549,90,addr
back51,24,182,894,741,back
back51,136,254,627,50,addr
back242,95,124,1044,640,back
back242,221,253,898,74,addr
back41,14,140,515,313,back
back42,65,69,341,215,back
back42,76,112,313,23,addr
back39,68,83,1047,655,back
back39,81,214,998,82,addr
back245,64,96,721,454,back
back245,165,185,583,48,addr
back32,1233,1,283,146,addr
back32,-8,-19,1549,1349,back
back37,9,46,310,203,back
back37,16,88,289,20,addr
back55,15,33,212,131,back
back55,35,62,180,17,addr
back56,228,65,995,638,back
back58,287,64,1018,638,back
back58,1431,259,499,177,addr
back59,320,1556,2464,1490,back
back59,585,1899,2052,196,addr
back229,3,10,276,187,back
back229,25,49,233,21,addr
back30,5,65,347,219,back
back30,15,111,292,22,addr
back31,119,188,2255,2371,back
back33,191,259,872,69,addr
back33,34,125,1040,955,back
back46,-12,62,2485,1797,back
back46,763,516,551,83,addr
back45,269,4,692,427,back
back247,17,67,1215,759,back
back247,181,228,965,78,addr
back22,294,-3,1310,764,back
back22,508,108,1037,84,addr
back24,40,371,535,87,addr
back24,-3,26,1016,768,back
back26,92,283,561,88,addr
back26,7,4,1092,745,back
back44,0,0,1025,651,back
back44,9,245,574,64,addr
back27,17,16,985,649,back
back27,46,150,866,71,addr
back28,176,2,517,258,back
back28,206,50,263,45,addr
back57,42,65,1020,640,back
back57,68,194,958,71,addr
back48,11,208,297,34,addr
back48,-1,2,480,436,back
back50,216,283,1962,1216,back
back50,509,514,1620,123,addr
back54,60,83,390,56,addr
back54,-15,39,740,678,back
back60,680,2112,2401,1553,back
back60,931,2469,2033,177,addr
back36,0,435,541,88,addr
back36,-8,12,933,861,back
back47,235,308,2496,1711,back
back47,372,621,2281,188,addr
back235,2,13,667,431,back
back235,13,102,549,44,addr
back18,6,3,1371,822,back
back18,165,254,767,129,addr
back19,4,169,1036,654,back
back19,30,307,976,63,addr
back23,146,-1,514,304,back
back23,158,38,464,46,addr
back15,0,3,460,291,back
back15,64,30,358,64,addr
back20,3,81,509,324,back
back29,409,120,609,110,addr
back29,-13,-63,1768,1766,back
back34,744,-5,1025,619,back
back34,776,97,953,65,addr
back35,412,4,1004,643,back
back35,439,131,945,76,addr
back16,94,159,999,648,back
back16,121,294,940,67,addr
back25,2,11,1028,668,back
back38,19,108,2175,1363,back
back40,444,309,593,61,addr
back40,307,10,1348,730,back
back53,62,0,513,301,back
back53,114,44,411,47,addr
back237,4,117,645,401,back
back237,29,198,568,43,addr
back261,47,97,1031,651,back
back261,69,232,973,65,addr
back262,176,221,830,65,addr
back262,36,92,1016,626,back
back270,273,719,3442,2296,back
back43,0,-4,689,440,back
back43,1,143,387,69,addr
back69,0,702,4651,2445,back
back69,530,1297,2249,387,addr
back70,459,889,4047,2476,back
back70,660,1695,2256,450,addr
back71,1,31,1678,1015,back
back71,80,353,990,146,addr
back190,1,27,351,230,back
back225,0,21,656,411,back
back225,14,154,390,64,addr
back248,3,78,1007,968,back
back248,116,225,747,59,addr
back271,28,409,4354,2765,back
back271,244,1232,2453,463,addr
back272,113,481,4235,2724,back
back272,358,1282,2361,427,addr
back273,0,495,4368,2627,back
back273,276,1254,2590,378,addr
back274,73,451,4169,2610,back
back274,298,1215,2331,468,addr
back275,139,335,4523,2649,back
back275,497,1052,2363,460,addr
back276,271,565,4002,2540,back
back276,457,1320,2212,451,addr
back277,9,15,466,287,back
back277,23,78,421,28,addr
back278,15,26,421,267,back
back278,24,80,380,29,addr
back279,0,0,496,281,back
back279,21,89,292,33,addr
back280,0,-1,549,371,back
back280,38,115,290,44,addr
back61,385,1194,2780,1598,back
back61,743,1575,2207,206,addr
back62,634,1910,2657,1565,back
back62,891,2285,2275,183,addr
back63,369,1122,2749,1839,back
back63,645,1510,2323,220,addr
back64,425,1324,2105,1293,back
back64,696,1599,1657,156,addr
back64,3146,845,1020,3473,front
back65,446,1416,1999,1251,back
back65,567,1696,1776,140,addr
back65,3195,814,981,3510,front
back66,190,1180,2875,1795,back
back66,518,1585,2398,213,addr
back67,326,589,4217,2612,back
back67,582,1328,2309,458,addr
back68,495,641,3771,2377,back
back68,668,1351,2087,424,addr
back223,29,45,1016,651,back
back223,172,178,847,67,addr
back1,29,86,506,320,back
back1,97,149,426,34,addr
back2,83,131,675,443,back
back2,107,220,629,44,addr
back3,82,42,528,364,back
back3,89,111,497,37,addr
back4,27,156,307,49,addr
back4,1,2,705,382,back
back5,-4,284,590,90,addr
back5,0,-2,967,691,back
back6,33,29,496,314,back
back6,103,94,402,30,addr
back7,33,139,620,380,back
back7,43,227,571,59,addr
back8,136,160,844,66,addr
back8,8,31,1046,634,back
back9,163,90,503,321,back
back9,176,154,479,33,addr
back10,572,80,1013,640,back
back10,595,216,952,71,addr
back11,486,364,347,54,addr
back11,471,7,862,620,back
back12,133,251,804,61,addr
back12,3,129,949,829,back
back13,11,1,1051,465,back
back13,58,539,844,65,addr
back14,2,205,1031,658,back
back14,41,339,927,70,addr
back21,40,29,531,327,back
back21,637,204,210,84,fname
back21,638,208,212,85,mname
back21,637,207,212,85,addr
back290,3,3,486,294,back
back291,67,25,1411,909,back
back291,227,221,1206,103,addr
back292,0,0,499,290,back
back292,19,88,274,42,addr
back293,57,67,382,38,addr
back293,2,2,494,308,back
back294,0,1,500,303,back
back294,22,103,279,43,addr
back295,7,0,487,308,back
back295,22,61,443,38,addr
back296,20,11,442,276,back
back296,75,70,372,30,addr
back297,0,0,501,287,back
back297,10,83,312,47,addr
back298,66,63,381,30,addr
back298,8,4,487,301,back
back299,0,-1,501,285,back
back299,12,76,291,47,addr
back300,0,0,501,284,back
back300,7,90,296,45,addr
back301,11,7,483,301,back
back301,23,71,443,32,addr
back302,16,24,469,251,back
back302,23,77,444,28,addr
back303,6,1,486,300,back
back304,13,0,465,278,back
back304,33,95,251,49,addr
back305,0,-1,500,279,back
back305,22,89,291,41,addr
back306,53,72,434,41,addr
back306,1,1,498,307,back
back307,56,70,418,32,addr
back307,2,13,493,286,back
back308,1,0,494,302,back
back309,0,0,501,282,back
back309,14,85,294,33,addr
back310,1,-2,495,271,back
back310,22,80,277,41,addr
back311,7,15,468,303,back
back311,61,76,373,28,addr
back312,283,4,221,501,back
back312,39,107,220,50,addr
back313,0,0,501,282,back
back313,19,82,294,44,addr
back314,8,16,474,271,back
back314,24,68,398,28,addr
back315,0,0,499,296,back
back315,17,97,280,46,addr
back316,-1,91,500,404,back
back317,11,11,452,259,back
back317,70,65,379,28,addr
back318,0,0,500,282,back
back318,22,87,281,30,addr
back319,4,6,487,288,back
back319,56,64,397,34,addr
back320,2,0,506,307,back
back321,4,0,491,283,back
back321,16,75,288,56,addr
back321,-1,277,504,222,front
back322,1,0,494,296,back
back322,27,88,274,45,addr
back323,20,41,453,245,back
back323,55,95,387,33,addr
back324,0,-1,500,282,back
back324,19,85,275,52,addr
back325,1,0,500,285,back
back325,26,88,305,57,addr
back326,42,70,417,33,addr
back326,36,19,447,266,back
back327,0,0,500,299,back
back328,56,70,418,32,addr
back328,2,13,493,286,back
back329,9,1,475,290,back
back329,20,60,444,32,addr
back330,0,1,500,295,back
back330,20,88,297,46,addr
back331,2,-4,1323,755,back
back331,35,211,732,112,addr
back332,0,0,501,285,back
back332,13,86,302,44,addr
back334,0,0,500,287,back
back334,19,88,288,42,addr
back335,8,-1,483,288,back
back335,28,92,282,50,addr
back336,0,0,499,303,back
back336,51,56,437,35,addr
back337,1,6,490,312,back
back337,9,74,463,60,addr
back338,103,54,292,188,back
back338,114,109,158,27,addr
back339,7,4,484,297,back
back339,54,65,421,29,addr
back340,3,0,491,300,back
back341,51,62,388,33,addr
back341,2,-5,453,472,back
back342,1,13,485,498,back
back342,24,71,430,30,addr
back343,0,-2,501,284,back
back343,10,79,284,33,addr
back344,1,8,496,305,back
back345,0,0,500,286,back
back345,18,85,299,32,addr
back346,17,11,463,269,back
back346,41,94,262,38,addr
back347,0,0,501,291,back
back347,4,83,304,45,addr
back348,0,-1,499,275,back
back348,18,81,285,41,addr
